Experiment 1		run: 1		seed: 316
(3,4)	-0.3	-0.3	2.0497656688439996	-0.3
(3,5)	-0.657	0	-0.51	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.657	-0.3620544779398343	-0.657	-0.7599
(4,3)	2.244526999999999	-0.8319300000000001	-0.9596463929999997	-0.9717524750999997
(4,4)	-0.35909612628	-0.506930384943	-0.3135873690000078	-0.37175864999999997
(4,5)	-0.3	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.3297891626530291	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	800
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.51
(1,5)	0	0	-0.657	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	0	-0.3	2.1673657785079103
(2,4)	-0.657	-0.3	-0.42524357100000004	-0.3
(2,5)	-0.657	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	1.8168683471099993	-0.51	-0.51
(3,3)	-0.3956809538550049	-0.41592059425062	-0.5906049155820001	-0.3266419000000004
(3,4)	-0.3	-0.3	2.1081940681907994	-0.3
(3,5)	-0.657	0	-0.51	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.657	-0.3514307045578841	-0.657	-0.7599
(4,3)	2.244526999999999	-0.9176456999999998	-0.9717524750999997	-0.9802267325699998
(4,4)	-0.35909612628	-0.506930384943	-0.32024517981000394	-0.37175864999999997
(4,5)	-0.3	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.32884498385712047	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	900
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.51
(1,5)	0	0	-0.657	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	0	-0.3	2.1673657785079103
(2,4)	-0.657	-0.3	-0.42524357100000004	-0.3
(2,5)	-0.657	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	2.0349742600838994	-0.51	-0.51
(3,3)	-0.3956809538550049	-0.4014069498382621	-0.5098687678993201	-0.3266419000000004
(3,4)	-0.3	-0.3	2.1490939477335593	-0.3
(3,5)	-0.657	0	-0.51	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.657	-0.3514307045578841	-0.657	-0.7599
(4,3)	2.244526999999999	-0.9176456999999998	-0.9717524750999997	-0.9861587127989999
(4,4)	-0.35909612628	-0.506930384943	-0.32024517981000394	-0.37175864999999997
(4,5)	-0.3	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.32818405869998446	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	1000
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.51
(1,5)	0	0	-0.657	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	0	-0.3	2.1673657785079103
(2,4)	-0.657	-0.3	-0.42524357100000004	-0.3
(2,5)	-0.657	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	2.0978400820587293	-0.51	-0.51
(3,3)	-0.3956809538550049	-0.3875664095907631	-0.4737604541219731	-0.3266419000000004
(3,4)	-0.3	-0.3	2.1777238634134912	-0.3
(3,5)	-0.657	0	-0.51	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.657	-0.33514445996335446	-0.657	-0.7599
(4,3)	2.244526999999999	-0.9423519899999997	-0.9903110989592998	-0.9861587127989999
(4,4)	-0.35909612628	-0.506930384943	-0.32216419586700284	-0.37175864999999997
(4,5)	-0.3	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.32818405869998446	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	1100
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.51
(1,5)	0	0	-0.657	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	0	-0.3	2.2260005907197487
(2,4)	-0.657	-0.3	-0.42524357100000004	-0.3
(2,5)	-0.657	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	2.14184615744111	-0.51	-0.51
(3,3)	-0.35274604446042995	-0.3875664095907631	-0.44282671050009553	-0.3266419000000004
(3,4)	-0.3	-0.3	2.1777238634134912	-0.3
(3,5)	-0.657	0	-0.51	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.657	-0.3308081543820438	-0.657	-0.7599
(4,3)	2.244526999999999	-0.9596463929999997	-0.9952524384900567	-0.9861587127989999
(4,4)	-0.35909612628	-0.506930384943	-0.3235075071069021	-0.37175864999999997
(4,5)	-0.3	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.32818405869998446	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	1200
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.657
(1,5)	0	0	-0.7599	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	-0.3	-0.3	2.2315585135038236
(2,4)	-0.657	-0.51	-0.42524357100000004	-0.31220116760495004
(2,5)	-0.7599	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	2.1942133871461436	-0.51	-0.51
(3,3)	-0.3422674714054891	-0.3722350750369992	-0.396510243307467	-0.3266419000000004
(3,4)	-0.3	-0.3	2.2117934630726106	-0.51
(3,5)	-0.657	0	-0.46100485229278576	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.657	-0.32955827806743077	-0.657	-0.7599
(4,3)	2.244526999999999	-0.9861587127989999	-0.9966767069430396	-0.9861587127989999
(4,4)	-0.35909612628	-0.47829336878217005	-0.3255668032376677	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.32818405869998446	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	1300
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.657
(1,5)	0	0	-0.7599	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	-0.3	-0.3	2.235449059452676
(2,4)	-0.657	-0.51	-0.42524357100000004	-0.31220116760495004
(2,5)	-0.7599	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	2.2324467015537883	-0.51	-0.51
(3,3)	-0.3387469637684982	-0.36150314084936447	-0.3572632327350264	-0.3266419000000004
(3,4)	-0.3	-0.3	2.2216135241508272	-0.51
(3,5)	-0.657	0	-0.46100485229278576	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.5594457512287986	-0.3286833646472016	-0.657	-0.7599
(4,3)	2.244526999999999	-0.9932177692715098	-0.9983715864020892	-0.9903110989592998
(4,4)	-0.35909612628	-0.47829336878217005	-0.3261151025864573	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.3277214110899892	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	1400
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.657
(1,5)	0	0	-0.7599	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	-0.3	-0.3	2.238172441616873
(2,4)	-0.657	-0.51	-0.42524357100000004	-0.31220116760495004
(2,5)	-0.7599	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	2.2360707910876516	-0.51	-0.657
(3,3)	-0.3359324592872079	-0.3416307584661776	-0.3431684706443856	-0.3266419000000004
(3,4)	-0.3	-0.3	2.2366676777837333	-0.51
(3,5)	-0.657	0	-0.46100485229278576	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.5594457512287986	-0.3280709252530412	-0.657	-0.7599
(4,3)	2.244526999999999	-0.9952524384900567	-0.9983715864020892	-0.9903110989592998
(4,4)	-0.35909612628	-0.47829336878217005	-0.32627314181052025	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.3277214110899892	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	1500
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.657
(1,5)	0	0	-0.7599	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	-0.3	-0.3	2.238172441616873
(2,4)	-0.657	-0.51	-0.42524357100000004	-0.31220116760495004
(2,5)	-0.7599	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	2.2360707910876516	-0.51	-0.7599
(3,3)	-0.3359324592872079	-0.3378414399257883	-0.33897155825318126	-0.3266419000000004
(3,4)	-0.3	-0.3	2.239025474448613	-0.51
(3,5)	-0.657	0	-0.46100485229278576	-0.51
(4,1)	-0.657	-0.657	0	-0.7599
(4,2)	-0.5594457512287986	-0.3271320556617934	-0.657	-0.7599
(4,3)	2.244526999999999	-0.9983715864020892	-0.9992020773370236	-0.9932177692715098
(4,4)	-0.35909612628	-0.47829336878217005	-0.32651541594100864	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.9617544519769994
(5,1)	-0.8319300000000001	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.657	0
(5,3)	-0.3273975577629925	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	1600
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.657
(1,5)	0	0	-0.7599	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	-0.3	-0.3	2.242347386474587
(2,4)	-0.657	-0.51	-0.42524357100000004	-0.31220116760495004
(2,5)	-0.7599	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.657
(3,2)	-0.51	2.2386076537613557	-0.51	-0.7599
(3,3)	-0.3306692699096	-0.3378414399257883	-0.3360337195793382	-0.3266419000000004
(3,4)	-0.3	-0.3	2.239025474448613	-0.51
(3,5)	-0.657	0	-0.46100485229278576	-0.51
(4,1)	-0.7599	-0.7599	0	-0.7599
(4,2)	-0.5594457512287986	-0.3268820762742789	-0.657	-0.8319300000000001
(4,3)	2.244526999999999	-0.9988601104814625	-0.9996090178951416	-0.9932177692715098
(4,4)	-0.35909612628	-0.47829336878217005	-0.32655336115870615	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.9617544519769994
(5,1)	-0.8823509999999999	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.7599	0
(5,3)	-0.3273975577629925	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
(2,4)	0	0.67638	0	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.657	-0.51	-0.657
(3,3)	-0.657	-0.657	-0.7599	-0.657
(3,4)	-0.483297	-0.3	-0.3	-0.51
(3,5)	0.050999999999999976	0	-0.3	-0.3
(4,1)	-0.3	-0.51	0	-0.3
(4,2)	-0.51	-0.6337179	-0.51	-0.3
(4,3)	-0.51	-0.3	-0.51	1.5633849089999996
(4,4)	-0.3	-0.3	-0.51	-0.29541
(4,5)	-0.51	0	-0.51	-0.3
(5,1)	0	0	0	0
(5,2)	-0.3	0	0.3323999999999999	0
(5,3)	-0.34173819240000003	-0.3463659023400001	-0.50541	0
(5,4)	0	0	1.902921363599999	0
(5,5)	-0.657	0	-0.5621001299999999	0


step :	1700
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.3	0	0
(1,3)	0	-0.51	-0.3	-0.39231737070000006
(1,4)	0	-0.657	-0.657	-0.657
(1,5)	0	0	-0.7599	-0.7599
(2,1)	-0.15900000000000003	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	-0.3
(2,3)	-0.3	-0.3	-0.3	2.242347386474587
(2,4)	-0.657	-0.51	-0.42524357100000004	-0.31220116760495004
(2,5)	-0.7599	0	-0.7599	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.657
(3,2)	-0.51	2.2386076537613557	-0.51	-0.7599
(3,3)	-0.3306692699096	-0.332822866783111	-0.3360337195793382	-0.3266419000000004
(3,4)	-0.3	-0.3	2.24183125247982	-0.51
(3,5)	-0.657	0	-0.46100485229278576	-0.51
(4,1)	-0.7599	-0.7599	0	-0.7599
(4,2)	-0.5594457512287986	-0.32681002339199533	-0.657	-0.8319300000000001
(4,3)	2.244526999999999	-0.9988601104814625	-0.9997263125265989	-0.9983715864020892
(4,4)	-0.35909612628	-0.47829336878217005	-0.32655336115870615	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.9617544519769994
(5,1)	-0.8823509999999999	-0.8319300000000001	0	0
(5,2)	-0.7599	-0.7599	-0.7599	0
(5,3)	-0.3268233334288948	-0.6302969999999999	-0.51	0
(5,4)	-0.657	2.2330749321257146	0	0
(5,5)	-0.5124150950991	0	-0.3360732922967552	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.657	-0.657	-0.51
(1,3)	0	-0.3	-0.51	-0.51
(1,4)	0	-0.3	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.51	-0.657	0	-0.51
(2,2)	-0.51	-0.51	-0.51	-0.657
(2,3)	-0.51	-0.3	-0.51	-0.51
