Experiment 1		run: 1		seed: 316
(4,3)	2.894479746982231	-0.9983715864020892	-0.9996090178951416	-0.9994414541359165
(4,4)	-0.23751862045241934	-0.2276403177996322	-0.1440343926011451	-0.2416604921898093
(4,5)	-0.9999061251966233	0	-0.9717524750999997	2.8030234500537468
(5,1)	-0.9999922690062801	-0.9999987006518853	0	0
(5,2)	-0.9999678009424415	-0.9999061251966233	-0.9999889557232573	0
(5,3)	-0.1346503326466752	-0.1846546107054779	-0.9999061251966233	0
(5,4)	-0.9802267325699998	2.7494063088307406	-0.9903110989592998	0
(5,5)	-0.34317533447723003	0	0	0


x = 1
		N	E	W	S
(1,1)	0	-0.9999889557232573	0	-0.9999998471329934
(1,2)	0	-0.9999061251966233	-0.9999774606597089	-0.9999540013463453
(1,3)	0	-0.9998084187686191	-0.9983715864020892	-0.9996090178951416
(1,4)	0	-0.14708780425877083	-0.9988601104814625	-0.14700863665403804
(1,5)	0	0	-0.9976736948601277	2.8903783968909122
(2,1)	-0.9999061251966233	-0.9999981437884078	0	-0.9999842224617963
(2,2)	-0.9999945883043961	-0.9997263125265989	-0.9999842224617963	-0.9999774606597089
(2,3)	-0.9988601104814625	-0.14958505506752628	-0.9998084187686191	-0.9999540013463453
(2,4)	-0.9988601104814625	2.892319859823119	-0.9997263125265989	-0.9966767069430396
(2,5)	-0.15646514291106592	0	-0.13957729272372704	-0.1448503978426811
(3,1)	-0.9988601104814625	-0.9996090178951416	0	-0.23492890839339636
(3,2)	-0.9999678009424415	-0.9998658931380333	-0.9994414541359165	-0.9996090178951416
(3,3)	-0.9999678009424415	-0.9988601104814625	-0.9999342876376363	-0.15371539836884066
(3,4)	-0.14463190073715881	-0.16348504039200623	-0.9903110989592998	-0.9998084187686191
(3,5)	2.882641884223534	0	-0.9966767069430396	-0.9988601104814625
(4,1)	-0.9596463929999997	-0.9966767069430396	0	2.6892599622115725
(4,2)	-0.9983715864020892	-0.1505939598336117	-0.25255187999034623	-0.28557830685630714
(4,3)	-0.9988601104814625	-0.9992020773370236	-0.9988601104814625	2.859749068761139
(4,4)	-0.9999342876376363	-0.9996090178951416	-0.14571779067011456	-0.21151292158827564
(4,5)	-0.14052445898411148	0	-0.9999342876376363	-0.9966767069430396
(5,1)	0	0	0	0
(5,2)	-0.9717524750999997	2.5784692536195406	2.682684263049284	0
(5,3)	-0.1506226799348913	-0.23131152986152587	-0.2683003222951147	0
(5,4)	-0.9998084187686191	-0.9994414541359165	2.8599394531153752	0
(5,5)	-0.9998084187686191	0	-0.194760587147512	0


##################################################################################
Experiment 2		run: 1		seed: 316
step :	100
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0	0
(1,3)	0	0	0	0
(1,4)	0	0	0	0
(1,5)	0	0	0	-0.3
(2,1)	-0.3	-0.51	0	-0.51
(2,2)	0	-0.3	-0.657	0
(2,3)	0	0	-0.3	0
(2,4)	0	0	0	0
(2,5)	0	0	0	-0.51
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.3	0	-0.3	0
(3,3)	0	0	0	0
(3,4)	0	0	0	-0.3
(3,5)	-0.3	0	0	-0.51
(4,1)	-0.51	-0.3	0	-0.51
(4,2)	-0.3	-0.3	-0.3	-0.3
(4,3)	0	0	-0.51	0
(4,4)	-0.3	-0.3	0	0
(4,5)	-0.3	0	0	-0.15900000000000003
(5,1)	-0.51	0	0	0
(5,2)	-0.3	0	0	0
(5,3)	-0.3	-0.3	0	0
(5,4)	-0.3	0	0	0
(5,5)	0	0	0	0


x = 1
		N	E	W	S
(1,1)	0	-0.657	0	-0.51
(1,2)	0	-0.51	-0.657	-0.3
(1,3)	0	0	-0.51	0
(1,4)	0	0	0	0
(1,5)	0	0	0	0
(2,1)	-0.51	-0.3	0	-0.3
(2,2)	-0.3	-0.3	-0.3	-0.51
(2,3)	0	0	-0.3	0
(2,4)	0	0	0	0
(2,5)	0	0	0	0
(3,1)	-0.3	-0.3	0	0
(3,2)	-0.51	-0.3	-0.3	0
(3,3)	0	0	0	-0.3
(3,4)	0	0	0	-0.3
(3,5)	0	0	-0.3	-0.3
(4,1)	0	0	0	0
(4,2)	-0.3	0	0	0
(4,3)	0	-0.3	-0.3	-0.3
(4,4)	0	-0.3	-0.51	0
(4,5)	-0.51	0	-0.3	-0.3
(5,1)	0	0	0	0
(5,2)	0	0	0	0
(5,3)	0	0	0	0
(5,4)	0	0	0.050999999999999976	0
(5,5)	-0.51	0	-0.3	0


step :	200
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.050999999999999976	-0.3
(1,3)	0	0	-0.3	-0.3
(1,4)	0	0	-0.3	-0.3
(1,5)	0	0	-0.3	-0.51
(2,1)	-0.3	-0.51	0	-0.51
(2,2)	-0.3	-0.3	-0.657	0
(2,3)	-0.3	-0.51	-0.3	0
(2,4)	-0.3	-0.3	-0.51	-0.51
(2,5)	-0.51	0	-0.51	-0.657
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.3	0	-0.3	0
(3,3)	0	0	0	0
(3,4)	-0.3	-0.3	-0.3	-0.51
(3,5)	-0.51	0	-0.51	-0.51
(4,1)	-0.51	-0.51	0	-0.51
(4,2)	-0.3	-0.3	-0.51	-0.51
(4,3)	0.050999999999999976	-0.3	-0.51	0
(4,4)	-0.3	-0.51	-0.3	0
(4,5)	-0.51	0	0	-0.15900000000000003
(5,1)	-0.51	-0.51	0	0
(5,2)	-0.51	-0.3	0	0
(5,3)	-0.51	-0.3	0	0
(5,4)	-0.3	0	0	0
(5,5)	0	0	0	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.51	-0.657	-0.657
(1,3)	0	-0.3	-0.51	0
(1,4)	0	-0.3	0	-0.51
(1,5)	0	0	0	0.050999999999999976
(2,1)	-0.51	-0.657	0	-0.657
(2,2)	-0.51	-0.51	-0.657	-0.657
(2,3)	-0.3	-0.3	-0.51	-0.51
(2,4)	-0.51	-0.3	-0.3	0
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.51	-0.51	-0.3
(3,3)	-0.657	-0.51	-0.51	-0.51
(3,4)	-0.3	0	-0.3	-0.3
(3,5)	0	0	-0.3	-0.3
(4,1)	0	-0.3	0	-0.15900000000000003
(4,2)	-0.3	-0.3	-0.3	0
(4,3)	-0.51	-0.3	-0.3	-0.3
(4,4)	0	-0.3	-0.51	0
(4,5)	-0.51	0	-0.3	-0.3
(5,1)	0	0	0	0
(5,2)	0	0	0	0
(5,3)	0	0	0	0
(5,4)	0	0	0.050999999999999976	0
(5,5)	-0.51	0	-0.3	0


step :	300
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.050999999999999976	-0.3
(1,3)	0	0	-0.3	-0.3
(1,4)	0	-0.657	-0.3	-0.51
(1,5)	0	0	-0.7599	-0.7599
(2,1)	-0.3	-0.51	0	-0.51
(2,2)	-0.3	-0.3	-0.657	0
(2,3)	-0.3	-0.51	-0.3	0.6733580999999998
(2,4)	-0.51	-0.51	-0.657	-0.51
(2,5)	-0.7599	0	-0.7599	-0.7599
(3,1)	-0.51	-0.51	0	-0.51
(3,2)	-0.3	0	-0.3	-0.3
(3,3)	0	-0.2767179	0	0
(3,4)	-0.3	-0.3	0.25869	-0.7599
(3,5)	-0.51	0	-0.657	-0.51
(4,1)	-0.657	-0.51	0	-0.51
(4,2)	-0.3	-0.6238710000000001	-0.51	-0.51
(4,3)	0.8217629999999999	-0.3	-0.51	0
(4,4)	-0.48671790000000004	-0.51	-0.3	-0.23912579999999997
(4,5)	-0.51	0	0	-0.15900000000000003
(5,1)	-0.657	-0.657	0	0
(5,2)	-0.657	-0.51	-0.51	0
(5,3)	-0.51	-0.6302969999999999	-0.51	0
(5,4)	-0.3	1.062549	0	0
(5,5)	0	0	0	0


x = 1
		N	E	W	S
(1,1)	0	-0.7599	0	-0.657
(1,2)	0	-0.51	-0.657	-0.657
(1,3)	0	-0.3	-0.51	0
(1,4)	0	-0.3	0	-0.51
(1,5)	0	0	0	0.050999999999999976
(2,1)	-0.51	-0.657	0	-0.657
(2,2)	-0.51	-0.51	-0.657	-0.657
(2,3)	-0.3	-0.51	-0.51	-0.51
(2,4)	-0.51	-0.3	-0.3	-0.3
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.51	-0.51	-0.3
(3,3)	-0.7599	-0.7599	-0.51	-0.657
(3,4)	-0.3	-0.483297	-0.51	-0.657
(3,5)	0.67638	0	-0.3	-0.3
(4,1)	0	-0.3	0	-0.15900000000000003
(4,2)	-0.3	-0.3	-0.3	-0.3
(4,3)	-0.51	-0.51	-0.51	0.9977087699999998
(4,4)	-0.51	-0.51	-0.51	-0.38682894300000004
(4,5)	-0.51	0	-0.51	-0.51
(5,1)	0	0	0	0
(5,2)	0	0.8810480999999998	0	0
(5,3)	-0.615297771	-0.15542713110000003	-0.27329699999999996	0
(5,4)	-0.3	-0.3	1.7978137469999997	0
(5,5)	-0.657	0	-0.5708817042000001	0


step :	400
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.50439	-0.3
(1,3)	0	0	-0.50541	-0.3
(1,4)	0	-0.657	-0.51	-0.51
(1,5)	0	0	-0.7599	-0.7599
(2,1)	0.08669999999999997	-0.51	0	-0.51
(2,2)	-0.3	-0.449397771	-0.657	0
(2,3)	-0.3	-0.657	-0.3	0.6733580999999998
(2,4)	-0.657	-0.657	-0.657	-0.51
(2,5)	-0.7599	0	-0.8319300000000001	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	0	-0.51	-0.3
(3,3)	0	-0.2767179	-0.3	-0.187626702
(3,4)	-0.3	-0.3	0.8544410999999998	-0.8319300000000001
(3,5)	-0.51	0	-0.657	-0.657
(4,1)	-0.657	-0.657	0	-0.51
(4,2)	-0.51	-0.6238710000000001	-0.51	-0.51
(4,3)	1.2485921999999996	-0.51	-0.51	0
(4,4)	-0.708912201	-0.51	-0.3	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.4201172389999996
(5,1)	-0.7599	-0.657	0	0
(5,2)	-0.657	-0.51	-0.51	0
(5,3)	-0.58304133	-0.6302969999999999	-0.51	0
(5,4)	-0.3	2.147186029194599	-0.3	0
(5,5)	-0.5255784504000001	0	-0.3610663465822322	0


x = 1
		N	E	W	S
(1,1)	0	-0.8823509999999999	0	-0.8319300000000001
(1,2)	0	-0.657	-0.7599	-0.657
(1,3)	0	-0.3	-0.51	-0.3
(1,4)	0	-0.3	0	-0.51
(1,5)	0	0	0	0.050999999999999976
(2,1)	-0.7599	-0.657	0	-0.657
(2,2)	-0.51	-0.51	-0.657	-0.657
(2,3)	-0.3	-0.657	-0.51	-0.51
(2,4)	-0.51	0.37908300000000006	-0.3	-0.51
(2,5)	0	0	0	0
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.51	-0.51	-0.3
(3,3)	-0.7599	-0.7599	-0.51	-0.657
(3,4)	-0.51	-0.483297	-0.51	-0.657
(3,5)	0.67638	0	-0.3	-0.3
(4,1)	0	-0.3	0	-0.15900000000000003
(4,2)	-0.3	-0.3	-0.3	-0.36812198949
(4,3)	-0.51	-0.51	-0.657	1.3717542389999997
(4,4)	-0.51	-0.51	-0.51	-0.38256286822011004
(4,5)	-0.51	0	-0.51	-0.657
(5,1)	0	0	0	0
(5,2)	0	1.5764223389999996	0.29669999999999996	0
(5,3)	-0.6251823737700001	-0.34059199186483574	-0.47230124039999993	0
(5,4)	-0.51	-0.51	2.2265005089467453	0
(5,5)	-0.7599	0	-0.5009207510926386	0


step :	500
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.50439	-0.3
(1,3)	0	0	-0.50541	-0.3
(1,4)	0	-0.657	-0.51	-0.51
(1,5)	0	0	-0.7599	-0.7599
(2,1)	0.08669999999999997	-0.51	0	-0.51
(2,2)	-0.3	-0.449397771	-0.657	0
(2,3)	-0.3	-0.657	-0.3	0.6733580999999998
(2,4)	-0.657	-0.657	-0.657	-0.51
(2,5)	-0.7599	0	-0.8319300000000001	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	0	-0.51	-0.3
(3,3)	0	-0.2767179	-0.3	-0.187626702
(3,4)	-0.3	-0.3	0.8544410999999998	-0.8319300000000001
(3,5)	-0.51	0	-0.657	-0.657
(4,1)	-0.657	-0.657	0	-0.51
(4,2)	-0.51	-0.6238710000000001	-0.51	-0.51
(4,3)	1.2485921999999996	-0.51	-0.51	0
(4,4)	-0.708912201	-0.51	-0.3	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.4201172389999996
(5,1)	-0.7599	-0.657	0	0
(5,2)	-0.657	-0.51	-0.51	0
(5,3)	-0.58304133	-0.6302969999999999	-0.51	0
(5,4)	-0.3	2.147186029194599	-0.3	0
(5,5)	-0.5255784504000001	0	-0.3610663465822322	0


x = 1
		N	E	W	S
(1,1)	0	-0.8823509999999999	0	-0.8823509999999999
(1,2)	0	-0.657	-0.7599	-0.657
(1,3)	0	-0.51	-0.51	-0.51
(1,4)	0	-0.50541	-0.3	-0.51
(1,5)	0	0	-0.3	0.7090580999999998
(2,1)	-0.7599	-0.7599	0	-0.657
(2,2)	-0.51	-0.657	-0.657	-0.657
(2,3)	-0.51	-0.72578253	-0.51	-0.657
(2,4)	-0.51	1.3304594399999998	-0.51	-0.51
(2,5)	-0.29541	0	-0.33111952980000003	-0.23912579999999997
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.51	-0.51	-0.51
(3,3)	-0.7599	-0.7599	-0.657	-0.63644211849
(3,4)	-0.51	-0.483297	-0.51	-0.657
(3,5)	1.1468241	0	-0.3	-0.3
(4,1)	0	-0.3	0	-0.15900000000000003
(4,2)	-0.3	-0.3	-0.3	-0.39776855628600005
(4,3)	-0.657	-0.51	-0.657	2.0349742600838994
(4,4)	-0.51	-0.51	-0.51	-0.3458441204503948
(4,5)	-0.51	0	-0.657	-0.657
(5,1)	0	0	0	0
(5,2)	0	1.9171557161099995	0.29669999999999996	0
(5,3)	-0.4737604541219731	-0.3266469288204186	-0.48873285777	0
(5,4)	-0.7599	-0.8319300000000001	2.244525307766696	0
(5,5)	-0.8319300000000001	0	-0.4486424874229773	0


step :	600
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.50439	-0.3
(1,3)	0	0	-0.50541	-0.3
(1,4)	0	-0.657	-0.51	-0.51
(1,5)	0	0	-0.7599	-0.7599
(2,1)	0.08669999999999997	-0.51	0	-0.51
(2,2)	-0.3	-0.449397771	-0.657	0
(2,3)	-0.3	-0.657	-0.3	0.6733580999999998
(2,4)	-0.657	-0.657	-0.657	-0.51
(2,5)	-0.7599	0	-0.8319300000000001	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	0	-0.51	-0.3
(3,3)	0	-0.2767179	-0.3	-0.187626702
(3,4)	-0.3	-0.3	0.8544410999999998	-0.8319300000000001
(3,5)	-0.51	0	-0.657	-0.657
(4,1)	-0.657	-0.657	0	-0.51
(4,2)	-0.51	-0.6238710000000001	-0.51	-0.51
(4,3)	1.2485921999999996	-0.51	-0.51	0
(4,4)	-0.708912201	-0.51	-0.3	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.4201172389999996
(5,1)	-0.7599	-0.657	0	0
(5,2)	-0.657	-0.51	-0.51	0
(5,3)	-0.58304133	-0.6302969999999999	-0.51	0
(5,4)	-0.3	2.147186029194599	-0.3	0
(5,5)	-0.5255784504000001	0	-0.3610663465822322	0


x = 1
		N	E	W	S
(1,1)	0	-0.8823509999999999	0	-0.8823509999999999
(1,2)	0	-0.657	-0.7599	-0.657
(1,3)	0	-0.51	-0.51	-0.51
(1,4)	0	-0.50541	-0.3	-0.51
(1,5)	0	0	-0.3	1.4921472389999995
(2,1)	-0.7599	-0.7599	0	-0.657
(2,2)	-0.51	-0.657	-0.657	-0.657
(2,3)	-0.51	-0.72578253	-0.51	-0.657
(2,4)	-0.51	2.0250593788439994	-0.51	-0.51
(2,5)	-0.5048073504	0	-0.4405860412237801	-0.32707937998806413
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.51	-0.51	-0.51
(3,3)	-0.7599	-0.7599	-0.657	-0.63644211849
(3,4)	-0.51	-0.43635565056733083	-0.51	-0.657
(3,5)	2.2443167007267273	0	-0.51	-0.657
(4,1)	0	-0.3	0	-0.15900000000000003
(4,2)	-0.3	-0.3	-0.3	-0.39776855628600005
(4,3)	-0.657	-0.657	-0.657	2.0978400820587293
(4,4)	-0.51	-0.51	-0.51	-0.34008347223333646
(4,5)	-0.4630301140551244	0	-0.657	-0.7599
(5,1)	0	0	0	0
(5,2)	0	1.9171557161099995	0.29669999999999996	0
(5,3)	-0.4251336367491955	-0.32664215086902093	-0.48873285777	0
(5,4)	-0.7599	-0.9423519899999997	2.2445269521985964	0
(5,5)	-0.9176456999999998	0	-0.36848820601292487	0


step :	700
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.50439	-0.3
(1,3)	0	0	-0.50541	-0.3
(1,4)	0	-0.657	-0.51	-0.51
(1,5)	0	0	-0.7599	-0.7599
(2,1)	0.08669999999999997	-0.51	0	-0.51
(2,2)	-0.3	-0.449397771	-0.657	0
(2,3)	-0.3	-0.657	-0.3	0.6733580999999998
(2,4)	-0.657	-0.657	-0.657	-0.51
(2,5)	-0.7599	0	-0.8319300000000001	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	0	-0.51	-0.3
(3,3)	0	-0.2767179	-0.3	-0.187626702
(3,4)	-0.3	-0.3	0.8544410999999998	-0.8319300000000001
(3,5)	-0.51	0	-0.657	-0.657
(4,1)	-0.657	-0.657	0	-0.51
(4,2)	-0.51	-0.6238710000000001	-0.51	-0.51
(4,3)	1.2485921999999996	-0.51	-0.51	0
(4,4)	-0.708912201	-0.51	-0.3	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.4201172389999996
(5,1)	-0.7599	-0.657	0	0
(5,2)	-0.657	-0.51	-0.51	0
(5,3)	-0.58304133	-0.6302969999999999	-0.51	0
(5,4)	-0.3	2.147186029194599	-0.3	0
(5,5)	-0.5255784504000001	0	-0.3610663465822322	0


x = 1
		N	E	W	S
(1,1)	0	-0.8823509999999999	0	-0.8823509999999999
(1,2)	0	-0.657	-0.7599	-0.657
(1,3)	0	-0.51	-0.51	-0.51
(1,4)	0	-0.50541	-0.3	-0.51
(1,5)	0	0	-0.3	1.4921472389999995
(2,1)	-0.7599	-0.7599	0	-0.657
(2,2)	-0.51	-0.657	-0.657	-0.657
(2,3)	-0.51	-0.72578253	-0.51	-0.657
(2,4)	-0.51	2.0250593788439994	-0.51	-0.51
(2,5)	-0.5048073504	0	-0.4405860412237801	-0.32687481359005405
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.51	-0.51	-0.51
(3,3)	-0.7599	-0.7599	-0.657	-0.5567038755577144
(3,4)	-0.51	-0.4034547742513478	-0.657	-0.657
(3,5)	2.244423953356096	0	-0.7599	-0.657
(4,1)	0	-0.3	0	-0.15900000000000003
(4,2)	-0.3	-0.3	-0.3	-0.39705495028527005
(4,3)	-0.7599	-0.657	-0.657	2.2198733297016098
(4,4)	-0.51	-0.51	-0.51	-0.33605100056451304
(4,5)	-0.4630301140551244	0	-0.657	-0.8319300000000001
(5,1)	0	0	0	0
(5,2)	-0.3	2.16592515473801	0.29669999999999996	0
(5,3)	-0.35428955782971266	-0.3266419000273897	-0.4059837450953143	0
(5,4)	-0.8319300000000001	-0.9932177692715098	2.244526999996858	0
(5,5)	-0.9423519899999997	0	-0.33156507672003055	0


step :	800
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.50439	-0.3
(1,3)	0	0	-0.50541	-0.3
(1,4)	0	-0.657	-0.51	-0.51
(1,5)	0	0	-0.7599	-0.7599
(2,1)	0.08669999999999997	-0.51	0	-0.51
(2,2)	-0.3	-0.449397771	-0.657	0
(2,3)	-0.3	-0.657	-0.3	0.6733580999999998
(2,4)	-0.657	-0.657	-0.657	-0.51
(2,5)	-0.7599	0	-0.8319300000000001	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	0	-0.51	-0.3
(3,3)	0	-0.2767179	-0.3	-0.187626702
(3,4)	-0.3	-0.3	0.8544410999999998	-0.8319300000000001
(3,5)	-0.51	0	-0.657	-0.657
(4,1)	-0.657	-0.657	0	-0.51
(4,2)	-0.51	-0.6238710000000001	-0.51	-0.51
(4,3)	1.2485921999999996	-0.51	-0.51	0
(4,4)	-0.708912201	-0.51	-0.3	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.4201172389999996
(5,1)	-0.7599	-0.657	0	0
(5,2)	-0.657	-0.51	-0.51	0
(5,3)	-0.58304133	-0.6302969999999999	-0.51	0
(5,4)	-0.3	2.147186029194599	-0.3	0
(5,5)	-0.5255784504000001	0	-0.3610663465822322	0


x = 1
		N	E	W	S
(1,1)	0	-0.8823509999999999	0	-0.8823509999999999
(1,2)	0	-0.7599	-0.7599	-0.657
(1,3)	0	-0.7599	-0.51	-0.657
(1,4)	0	-0.44884495420088444	-0.51	-0.51
(1,5)	0	0	-0.51	2.15601027349811
(2,1)	-0.7599	-0.7599	0	-0.657
(2,2)	-0.657	-0.657	-0.657	-0.657
(2,3)	-0.657	-0.72578253	-0.657	-0.657
(2,4)	-0.51	2.090899665190799	-0.657	-0.51
(2,5)	-0.423244681696069	0	-0.4202292589894741	-0.32664203409081366
(3,1)	-0.51	-0.3	0	-0.51
(3,2)	-0.51	-0.51	-0.51	-0.51
(3,3)	-0.7599	-0.7599	-0.657	-0.48990411321725513
(3,4)	-0.47474465590404	-0.35298882445327406	-0.657	-0.657
(3,5)	2.2445269597106052	0	-0.9423519899999997	-0.8319300000000001
(4,1)	0	-0.3	0	-0.15900000000000003
(4,2)	-0.3	-0.3	-0.3	-0.39705495028527005
(4,3)	-0.7599	-0.657	-0.657	2.2272694307911265
(4,4)	-0.51	-0.51	-0.51	-0.33322827039529773
(4,5)	-0.39347862739713796	0	-0.7599	-0.8319300000000001
(5,1)	0	0	0	0
(5,2)	-0.3	2.16592515473801	0.29669999999999996	0
(5,3)	-0.35428955782971266	-0.3266419000049429	-0.4059837450953143	0
(5,4)	-0.8319300000000001	-0.9966767069430396	2.2445269999994713	0
(5,5)	-0.9596463929999997	0	-0.3300881237043042	0


step :	900
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.50439	-0.3
(1,3)	0	0	-0.50541	-0.3
(1,4)	0	-0.657	-0.51	-0.51
(1,5)	0	0	-0.7599	-0.7599
(2,1)	0.08669999999999997	-0.51	0	-0.51
(2,2)	-0.3	-0.449397771	-0.657	0
(2,3)	-0.3	-0.657	-0.3	0.6733580999999998
(2,4)	-0.657	-0.657	-0.657	-0.51
(2,5)	-0.7599	0	-0.8319300000000001	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	0	-0.51	-0.3
(3,3)	0	-0.2767179	-0.3	-0.187626702
(3,4)	-0.3	-0.3	0.8544410999999998	-0.8319300000000001
(3,5)	-0.51	0	-0.657	-0.657
(4,1)	-0.657	-0.657	0	-0.51
(4,2)	-0.51	-0.6238710000000001	-0.51	-0.51
(4,3)	1.2485921999999996	-0.51	-0.51	0
(4,4)	-0.708912201	-0.51	-0.3	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.4201172389999996
(5,1)	-0.7599	-0.657	0	0
(5,2)	-0.657	-0.51	-0.51	0
(5,3)	-0.58304133	-0.6302969999999999	-0.51	0
(5,4)	-0.3	2.147186029194599	-0.3	0
(5,5)	-0.5255784504000001	0	-0.3610663465822322	0


x = 1
		N	E	W	S
(1,1)	0	-0.9176456999999998	0	-0.8823509999999999
(1,2)	0	-0.8319300000000001	-0.7599	-0.7599
(1,3)	0	-0.7599	-0.657	-0.657
(1,4)	0	-0.44884495420088444	-0.51	-0.51
(1,5)	0	0	-0.51	2.2011538040140737
(2,1)	-0.8319300000000001	-0.7599	0	-0.7599
(2,2)	-0.657	-0.7599	-0.7599	-0.657
(2,3)	-0.657	-0.6198668011328281	-0.657	-0.657
(2,4)	-0.51	2.090899665190799	-0.657	-0.51
(2,5)	-0.3851303705703119	0	-0.4202292589894741	-0.3266419067279643
(3,1)	-0.657	-0.657	0	-0.51
(3,2)	-0.657	-0.51	-0.7599	-0.51
(3,3)	-0.7599	-0.7599	-0.657	-0.44145819041355655
(3,4)	-0.47474465590404	-0.35298882445327406	-0.657	-0.657
(3,5)	2.2445269983741767	0	-0.9423519899999997	-0.9423519899999997
(4,1)	0	-0.3	0	-0.15900000000000003
(4,2)	-0.51	-0.3	-0.3	-0.39705495028527005
(4,3)	-0.8319300000000001	-0.657	-0.657	2.240383457632949
(4,4)	-0.51	-0.657	-0.51	-0.32986922149370673
(4,5)	-0.34956690229447657	0	-0.8823509999999999	-0.8319300000000001
(5,1)	0	0	0	0
(5,2)	-0.51	2.16592515473801	0.29669999999999996	0
(5,3)	-0.33541106729082576	-0.32664190000005666	-0.38925535764029906	0
(5,4)	-0.8823509999999999	-0.9996090178951416	2.244526999999994	0
(5,5)	-0.9717524750999997	0	-0.3272211068180049	0


step :	1000
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.50439	-0.3
(1,3)	0	0	-0.50541	-0.3
(1,4)	0	-0.657	-0.51	-0.51
(1,5)	0	0	-0.7599	-0.7599
(2,1)	0.08669999999999997	-0.51	0	-0.51
(2,2)	-0.3	-0.449397771	-0.657	0
(2,3)	-0.3	-0.657	-0.3	0.6733580999999998
(2,4)	-0.657	-0.657	-0.657	-0.51
(2,5)	-0.7599	0	-0.8319300000000001	-0.8319300000000001
(3,1)	-0.657	-0.51	0	-0.51
(3,2)	-0.51	0	-0.51	-0.3
(3,3)	0	-0.2767179	-0.3	-0.187626702
(3,4)	-0.3	-0.3	0.8544410999999998	-0.8319300000000001
(3,5)	-0.51	0	-0.657	-0.657
(4,1)	-0.657	-0.657	0	-0.51
(4,2)	-0.51	-0.6238710000000001	-0.51	-0.51
(4,3)	1.2485921999999996	-0.51	-0.51	0
(4,4)	-0.708912201	-0.51	-0.3	-0.37175864999999997
(4,5)	-0.51	0	-0.3	1.4201172389999996
(5,1)	-0.7599	-0.657	0	0
(5,2)	-0.657	-0.51	-0.51	0
(5,3)	-0.58304133	-0.6302969999999999	-0.51	0
(5,4)	-0.3	2.147186029194599	-0.3	0
(5,5)	-0.5255784504000001	0	-0.3610663465822322	0


x = 1
		N	E	W	S
(1,1)	0	-0.9176456999999998	0	-0.8823509999999999
(1,2)	0	-0.8319300000000001	-0.7599	-0.7599
(1,3)	0	-0.7599	-0.657	-0.657
(1,4)	0	-0.37372199403694767	-0.51	-0.51
(1,5)	0	0	-0.7599	2.239424186865451
(2,1)	-0.8319300000000001	-0.7599	0	-0.7599
(2,2)	-0.657	-0.7599	-0.7599	-0.657
(2,3)	-0.657	-0.5457257909258078	-0.657	-0.7599
(2,4)	-0.657	2.1918328241604437	-0.7599	-0.657
(2,5)	-0.34031478795619796	0	-0.3729697916100697	-0.32664190001766674
(3,1)	-0.657	-0.657	0	-0.51
(3,2)	-0.657	-0.51	-0.7599	-0.51
(3,3)	-0.8319300000000001	-0.7599	-0.657	-0.4073862221025242
(3,4)	-0.43708879459791383	-0.33567889509506493	-0.7599	-0.657
